sys_RespNum;Task;Concept;Attribute1;Attribute2;Attribute3;Attribute4;Response
471;18;2;1;2;2;1;1
471;19;1;1;3;1;2;0
471;19;2;1;3;2;3;1
471;20;1;2;2;2;1;0
471;20;2;2;3;2;2;1
471;21;1;3;3;1;3;0
471;21;2;3;3;3;1;1
472;1;1;3;1;2;1;1
472;1;2;1;1;2;2;0
472;2;1;3;1;3;1;0
472;2;2;3;3;3;2;1
472;3;1;1;3;2;1;0
472;3;2;1;1;3;3;1
472;4;1;1;1;3;3;0
472;4;2;2;2;2;1;1
472;5;1;1;1;2;3;1
472;5;2;2;3;2;2;0
472;6;1;3;2;3;1;0
472;6;2;2;3;3;2;1
472;7;1;1;1;1;3;0
472;7;2;2;1;2;3;1
472;8;1;1;2;2;3;1
472;8;2;2;1;3;2;0
472;9;1;1;2;3;3;1
472;9;2;3;3;1;1;0
472;10;1;3;1;3;2;1
472;10;2;2;1;2;3;0
472;11;1;2;2;2;1;1
472;11;2;2;2;1;3;0
472;12;1;1;2;2;3;0
472;12;2;1;1;1;2;1
472;13;1;2;1;3;2;0
472;13;2;3;1;1;1;1
472;14;1;2;2;3;1;0
472;14;2;3;3;3;2;1
472;15;1;3;3;2;2;0
472;15;2;2;2;1;2;1
472;16;1;2;2;2;3;0
472;16;2;1;2;1;3;1
472;17;1;1;2;2;1;1
472;17;2;3;2;2;3;0
472;18;1;2;3;1;3;0
472;18;2;3;1;3;1;1
472;19;1;1;3;2;2;0
472;19;2;3;1;1;1;1
472;20;1;2;1;2;2;1
472;20;2;2;2;2;3;0
472;21;1;3;1;3;1;1
472;21;2;3;1;3;3;0
473;1;1;1;3;3;2;1
473;1;2;3;2;2;2;0
473;2;1;3;1;3;1;1
473;2;2;2;1;1;3;0
473;3;1;1;1;2;2;1
473;3;2;1;2;3;1;0
473;4;1;2;3;2;1;1
473;4;2;3;2;1;1;0
473;5;1;3;3;3;1;0
473;5;2;2;2;1;1;1
473;6;1;1;3;2;1;1
473;6;2;3;2;1;1;0
473;7;1;1;3;1;1;1
473;7;2;1;2;2;3;0
473;8;1;3;2;2;1;0
473;8;2;2;1;3;3;1
473;9;1;3;3;2;2;1
473;9;2;3;1;2;2;0
473;10;1;2;1;2;3;1
473;10;2;1;3;2;2;0
473;11;1;1;3;2;1;1
473;11;2;1;1;1;1;0
473;12;1;2;1;2;1;1
473;12;2;2;3;1;2;0
473;13;1;2;3;2;1;0
473;13;2;3;1;3;3;1
473;14;1;3;1;1;2;1
473;14;2;1;2;1;1;0
473;15;1;1;2;2;1;0
473;15;2;3;1;2;1;1
473;16;1;2;3;2;2;0
473;16;2;2;1;3;2;1
473;17;1;1;3;1;2;1
473;17;2;2;2;3;2;0
473;18;1;2;1;2;1;1
473;18;2;1;1;2;3;0
473;19;1;2;1;1;3;0
473;19;2;1;1;3;1;1
473;20;1;1;1;2;1;0
473;20;2;1;1;3;2;1
473;21;1;2;3;3;3;1
473;21;2;3;1;3;2;0
474;1;1;3;2;3;1;1
474;1;2;1;1;1;1;0
474;2;1;1;1;1;1;0
474;2;2;1;1;1;1;1
474;3;1;2;3;3;3;1
474;3;2;3;1;2;2;0
474;4;1;2;1;3;2;0
474;4;2;2;3;1;2;1
474;5;1;3;2;1;1;1
474;5;2;1;2;2;2;0
474;6;1;2;2;2;2;1
474;6;2;2;3;3;2;0
474;7;1;3;1;1;1;1
474;7;2;2;1;3;2;0
474;8;1;3;1;1;2;0
474;8;2;3;2;2;3;1
474;9;1;2;2;1;1;0
474;9;2;1;1;3;3;1
474;10;1;2;3;2;1;0
474;10;2;2;2;2;1;1
474;11;1;1;2;1;3;1
474;11;2;2;3;2;3;0
474;12;1;1;1;1;3;1
474;12;2;1;1;1;3;0
474;13;1;2;3;3;1;0
474;13;2;2;3;3;1;1
474;14;1;2;3;3;3;1
474;14;2;1;2;3;2;0
474;15;1;2;3;1;1;1
474;15;2;3;1;1;2;0
474;16;1;3;2;3;2;1
474;16;2;3;2;2;3;0
474;17;1;3;1;3;1;1
474;17;2;2;2;1;2;0
474;18;1;3;3;3;2;1
474;18;2;3;2;3;2;0
474;19;1;2;1;1;1;1
474;19;2;2;2;1;1;0
474;20;1;3;3;3;2;0
474;20;2;3;1;2;1;1
474;21;1;3;3;2;2;1
474;21;2;3;3;3;2;0
475;1;1;2;1;3;1;1
475;1;2;1;1;1;3;0
475;2;1;3;1;3;1;1
475;2;2;3;2;2;3;0
475;3;1;2;2;1;2;1
475;3;2;2;1;1;3;0
475;4;1;3;1;2;1;0
475;4;2;1;2;3;3;1
475;5;1;2;2;3;3;1
475;5;2;3;1;3;2;0
475;6;1;3;1;2;3;0
475;6;2;3;2;1;1;1
475;7;1;2;3;2;3;0
475;7;2;1;3;3;2;1
475;8;1;3;2;1;2;0
475;8;2;1;1;3;2;1
475;9;1;3;1;2;1;0
475;9;2;2;3;1;2;1
475;10;1;2;2;2;3;0
475;10;2;2;2;1;3;1
475;11;1;2;1;3;2;0
475;11;2;2;2;3;1;1
475;12;1;2;1;1;3;1
475;12;2;3;2;3;3;0
475;13;1;3;1;1;2;1
475;13;2;1;1;3;3;0
475;14;1;2;1;2;2;1
475;14;2;2;2;2;2;0
475;15;1;3;2;2;3;1
475;15;2;2;3;3;3;0
475;16;1;2;3;1;1;1
475;16;2;1;3;2;1;0
475;17;1;3;2;1;3;0
475;17;2;2;1;2;2;1
475;18;1;3;2;2;3;1
475;18;2;2;3;3;3;0
475;19;1;2;3;1;1;1
475;19;2;3;2;2;3;0
475;20;1;2;1;3;1;1
475;20;2;2;2;2;1;0
475;21;1;1;3;3;3;0
475;21;2;1;3;3;3;1
476;1;1;2;1;1;3;1
476;1;2;3;3;1;1;0
476;2;1;1;3;2;1;0
476;2;2;1;1;2;3;1
476;3;1;3;2;3;1;0
476;3;2;3;2;2;2;1
476;4;1;3;1;2;2;1
476;4;2;1;3;3;2;0
476;5;1;1;1;3;1;0
476;5;2;1;3;2;1;1
476;6;1;3;3;1;3;0
476;6;2;1;3;3;3;1
476;7;1;3;3;3;2;1
476;7;2;1;2;2;1;0
476;8;1;3;3;3;3;0
476;8;2;3;3;2;2;1
476;9;1;1;1;2;1;0
476;9;2;1;2;3;1;1
476;10;1;2;2;3;2;0
476;10;2;1;1;3;1;1
476;11;1;2;2;1;3;0
476;11;2;1;2;2;3;1
476;12;1;3;1;1;3;0
476;12;2;1;2;3;3;1
476;13;1;3;1;1;2;1
476;13;2;3;1;2;1;0
476;14;1;1;1;1;2;0
476;14;2;2;3;1;2;1
476;15;1;1;3;2;1;0
476;15;2;3;3;3;1;1
476;16;1;3;2;2;3;1
476;16;2;1;3;2;3;0
476;17;1;3;3;3;3;1
476;17;2;2;2;3;2;0
476;18;1;2;2;1;2;0
476;18;2;2;3;3;2;1
476;19;1;1;1;1;2;1
476;19;2;2;1;3;1;0
476;20;1;2;3;3;2;0
476;20;2;1;3;1;1;1
476;21;1;2;2;1;2;0
476;21;2;1;1;3;2;1
477;1;1;1;2;3;3;1
477;1;2;2;2;2;1;0
477;2;1;2;2;1;3;1
477;2;2;1;2;3;2;0
477;3;1;3;2;2;1;1
477;3;2;3;1;2;1;0
477;4;1;3;1;1;2;0
477;4;2;2;1;1;2;1
477;5;1;2;3;3;3;0
477;5;2;2;3;1;1;1
477;6;1;2;1;3;2;0
477;6;2;3;2;3;2;1
477;7;1;3;2;2;2;1
477;7;2;3;1;3;2;0
477;8;1;3;1;1;1;1
477;8;2;2;2;2;3;0
477;9;1;2;1;2;2;0
477;9;2;1;1;3;1;1
477;10;1;1;3;3;2;0
477;10;2;2;3;2;3;1
477;11;1;2;2;2;1;0
477;11;2;2;1;2;3;1
477;12;1;2;3;3;1;0
477;12;2;2;1;3;1;1
477;13;1;3;2;1;2;0
477;13;2;3;3;3;3;1
477;14;1;3;3;2;2;0
477;14;2;2;3;3;2;1
477;15;1;3;2;1;3;1
477;15;2;3;2;1;1;0
477;16;1;2;2;3;2;0
477;16;2;3;1;2;2;1
477;17;1;3;2;3;2;0
477;17;2;2;1;3;3;1
477;18;1;3;3;2;1;0
477;18;2;1;2;2;3;1
477;19;1;1;1;2;3;1
477;19;2;1;1;3;3;0
477;20;1;3;1;2;1;1
477;20;2;1;2;2;2;0
477;21;1;1;1;3;3;1
477;21;2;2;3;3;3;0
478;1;1;1;3;2;1;1
478;1;2;1;1;2;1;0
478;2;1;2;1;2;1;0
478;2;2;3;3;1;1;1
478;3;1;2;3;2;3;0
478;3;2;1;2;1;3;1
478;4;1;2;1;1;1;0
478;4;2;3;3;2;2;1
478;5;1;3;1;3;1;0
478;5;2;1;3;1;1;1
478;6;1;1;1;3;2;1
478;6;2;2;2;3;3;0
478;7;1;2;1;2;1;1
478;7;2;3;3;3;2;0
478;8;1;3;2;1;1;0
478;8;2;1;3;3;3;1
478;9;1;2;2;1;1;0
478;9;2;3;3;3;2;1
478;10;1;3;2;3;1;1
478;10;2;2;1;1;3;0
478;11;1;1;3;1;2;0
478;11;2;3;3;1;1;1
478;12;1;2;2;1;2;1
478;12;2;1;1;3;3;0
478;13;1;3;3;2;3;0
478;13;2;3;1;1;3;1
478;14;1;2;3;2;3;1
478;14;2;3;1;2;1;0
478;15;1;2;1;2;3;0
478;15;2;1;1;2;1;1
478;16;1;2;3;2;1;1
478;16;2;1;3;3;1;0
478;17;1;3;1;1;1;1
478;17;2;2;1;2;3;0
478;18;1;2;2;2;1;1
478;18;2;3;2;1;2;0
478;19;1;3;2;2;1;1
478;19;2;1;3;1;1;0
478;20;1;3;3;1;1;0
478;20;2;1;3;2;3;1
478;21;1;3;2;2;2;1
478;21;2;2;2;2;1;0
479;1;1;2;2;2;1;1
479;1;2;2;2;2;2;0
479;2;1;2;1;2;1;0
479;2;2;3;1;2;3;1
479;3;1;1;3;1;3;0
479;3;2;3;1;1;1;1
479;4;1;3;2;3;3;0
479;4;2;2;2;3;2;1
479;5;1;1;2;3;1;1
479;5;2;1;3;2;1;0
479;6;1;1;3;2;2;0
479;6;2;3;2;3;1;1
479;7;1;1;3;3;2;0
479;7;2;2;1;3;3;1
479;8;1;2;3;2;2;0
479;8;2;3;3;1;1;1
479;9;1;1;2;1;2;0
479;9;2;3;1;2;1;1
479;10;1;2;2;1;3;0
479;10;2;3;1;3;1;1
479;11;1;3;3;2;3;1
479;11;2;1;3;2;3;0
479;12;1;3;3;2;3;1
479;12;2;3;1;3;1;0
479;13;1;2;3;2;1;1
479;13;2;2;3;2;3;0
479;14;1;1;3;2;3;1
479;14;2;1;3;3;3;0
479;15;1;3;2;1;3;1
479;15;2;1;3;1;1;0
479;16;1;1;1;3;2;0
479;16;2;2;2;1;2;1
479;17;1;2;2;1;2;1
479;17;2;2;2;2;2;0
479;18;1;2;1;2;1;0
479;18;2;2;1;2;3;1
479;19;1;3;1;2;2;0
479;19;2;2;3;2;3;1
479;20;1;1;1;2;1;1
479;20;2;1;3;2;3;0
479;21;1;2;1;2;2;1
479;21;2;1;2;1;1;0
480;1;1;1;2;2;3;1
480;1;2;3;2;3;3;0
480;2;1;1;2;2;2;1
480;2;2;2;1;1;1;0
480;3;1;2;1;3;1;1
480;3;2;2;1;3;2;0
480;4;1;1;2;1;3;1
480;4;2;2;1;2;3;0
480;5;1;3;1;2;1;1
480;5;2;2;2;3;1;0
480;6;1;1;3;1;1;0
480;6;2;1;1;1;1;1
480;7;1;3;3;2;2;1
480;7;2;2;3;1;1;0
480;8;1;1;1;2;1;1
480;8;2;3;3;2;2;0
480;9;1;3;1;1;1;0
480;9;2;2;1;2;3;1
480;10;1;3;3;2;3;1
480;10;2;3;3;3;3;0
480;11;1;1;3;3;1;1
480;11;2;1;1;3;1;0
480;12;1;2;2;1;2;0
480;12;2;2;2;1;1;1
480;13;1;2;1;1;1;1
480;13;2;2;3;1;3;0
480;14;1;2;2;1;2;0
480;14;2;2;2;2;2;1
480;15;1;3;1;3;3;0
480;15;2;2;2;2;1;1
480;16;1;1;1;2;3;1
480;16;2;1;1;2;2;0
480;17;1;2;2;3;1;0
480;17;2;1;3;2;1;1
480;18;1;1;2;3;3;1
480;18;2;2;2;3;2;0
480;19;1;3;1;2;3;1
480;19;2;3;3;3;2;0
480;20;1;1;3;1;3;1
480;20;2;2;3;1;2;0
480;21;1;1;1;1;3;0
480;21;2;1;3;1;1;1
481;1;1;1;3;3;2;1
481;1;2;3;2;3;3;0
481;2;1;1;2;3;1;0
481;2;2;1;2;3;3;1
481;3;1;1;1;3;1;1
481;3;2;3;3;3;3;0
481;4;1;3;1;2;3;1
481;4;2;3;3;1;2;0
481;5;1;2;2;2;1;0
481;5;2;3;3;1;3;1
481;6;1;1;2;1;3;1
481;6;2;1;2;2;3;0
481;7;1;3;3;3;1;0
481;7;2;3;1;2;2;1
481;8;1;3;3;3;1;1
481;8;2;3;1;2;3;0
481;9;1;3;1;2;2;1
481;9;2;3;1;2;2;0
481;10;1;3;1;2;2;0
481;10;2;3;3;3;1;1
481;11;1;2;3;1;3;0
481;11;2;3;3;2;1;1
481;12;1;2;2;1;1;1
481;12;2;3;1;3;1;0
481;13;1;3;1;1;1;0
481;13;2;2;2;2;2;1
481;14;1;3;3;3;1;0
481;14;2;1;1;3;1;1
481;15;1;2;1;2;2;0
481;15;2;1;3;3;1;1
481;16;1;3;3;2;1;1
481;16;2;2;2;3;3;0
481;17;1;1;2;3;1;0
481;17;2;2;3;2;1;1
481;18;1;3;3;3;2;0
481;18;2;3;1;3;1;1
481;19;1;3;2;1;3;1
481;19;2;1;3;2;2;0
481;20;1;1;2;2;3;1
481;20;2;1;2;3;1;0
481;21;1;3;1;2;2;0
481;21;2;3;2;2;3;1
482;1;1;3;1;3;1;1
482;1;2;3;1;2;1;0
482;2;1;3;2;1;3;1
482;2;2;2;1;3;1;0
482;3;1;3;2;2;3;1
482;3;2;2;2;1;2;0
482;4;1;2;2;1;2;0
482;4;2;3;2;1;1;1
482;5;1;2;1;3;3;0
482;5;2;1;1;1;2;1
482;6;1;2;3;2;1;1
482;6;2;2;1;3;2;0
482;7;1;1;2;3;3;0
482;7;2;1;1;3;3;1
482;8;1;2;3;3;1;0
482;8;2;2;2;2;1;1
482;9;1;2;1;2;3;1
482;9;2;1;3;3;3;0
482;10;1;1;1;1;2;1
482;10;2;2;1;2;1;0
482;11;1;1;3;2;3;1
482;11;2;2;3;2;3;0
482;12;1;1;2;1;1;1
482;12;2;1;1;2;1;0
482;13;1;1;1;1;3;0
482;13;2;1;1;1;1;1
482;14;1;1;1;3;1;1
482;14;2;2;2;2;3;0
482;15;1;2;1;1;2;0
482;15;2;1;1;2;1;1
482;16;1;2;2;3;1;0
482;16;2;2;2;1;1;1
482;17;1;2;2;1;3;0
482;17;2;1;1;3;3;1
482;18;1;2;1;2;1;1
482;18;2;1;2;3;1;0
482;19;1;1;3;1;1;0
482;19;2;2;2;2;1;1
482;20;1;3;1;2;3;0
482;20;2;1;2;3;2;1
482;21;1;1;2;2;1;1
482;21;2;2;3;2;1;0
483;1;1;3;2;3;1;1
483;1;2;2;1;2;2;0
483;2;1;1;1;3;1;1
483;2;2;1;1;1;3;0
483;3;1;2;1;3;1;0
483;3;2;2;1;1;2;1
483;4;1;2;3;3;3;1
483;4;2;2;2;2;3;0
483;5;1;1;1;3;2;1
483;5;2;3;1;3;1;0
483;6;1;3;1;2;2;0
483;6;2;2;1;2;3;1
483;7;1;2;1;3;3;0
483;7;2;1;3;1;3;1
483;8;1;3;2;3;2;0
483;8;2;2;3;2;1;1
483;9;1;2;3;1;3;0
483;9;2;2;1;1;2;1
483;10;1;2;3;1;1;1
483;10;2;1;1;3;2;0
483;11;1;1;2;1;3;0
483;11;2;1;1;2;3;1
483;12;1;2;3;1;1;0
483;12;2;2;3;2;2;1
483;13;1;2;1;3;3;0
483;13;2;3;1;2;1;1
483;14;1;2;2;2;2;0
483;14;2;3;1;2;3;1
483;15;1;3;1;2;2;1
483;15;2;2;2;3;2;0
483;16;1;1;1;1;1;0
483;16;2;3;2;1;1;1
483;17;1;1;3;1;2;1
483;17;2;1;1;3;2;0
483;18;1;2;2;1;2;0
483;18;2;2;2;3;2;1
483;19;1;1;2;2;3;0
483;19;2;1;3;1;2;1
483;20;1;1;1;3;1;1
483;20;2;2;3;1;2;0
483;21;1;2;1;1;1;1
483;21;2;1;1;1;1;0
484;1;1;1;2;3;2;1
484;1;2;2;1;2;3;0
484;2;1;1;1;2;3;1
484;2;2;3;2;2;1;0
484;3;1;1;3;3;1;0
484;3;2;2;3;2;2;1
484;4;1;1;1;2;2;1
484;4;2;3;2;3;3;0
484;5;1;2;2;1;2;1
484;5;2;2;3;3;3;0
484;6;1;1;1;3;1;1
484;6;2;2;3;3;3;0
484;7;1;3;3;1;2;1
484;7;2;2;1;2;3;0
484;8;1;1;3;1;2;0
484;8;2;2;2;2;1;1
484;9;1;2;3;3;1;0
484;9;2;1;3;3;3;1
484;10;1;1;1;3;2;1
484;10;2;2;2;2;1;0
484;11;1;3;1;1;1;0
484;11;2;3;2;3;2;1
484;12;1;2;1;3;2;1
484;12;2;1;3;1;2;0
484;13;1;2;1;2;2;0
484;13;2;1;1;2;2;1
484;14;1;2;2;2;1;0
484;14;2;1;1;1;1;1
484;15;1;3;3;1;3;1
484;15;2;1;3;1;3;0
484;16;1;2;3;2;3;1
484;16;2;3;3;1;2;0
484;17;1;3;1;1;3;0
484;17;2;2;3;1;3;1
484;18;1;3;2;2;2;1
484;18;2;1;1;1;1;0
484;19;1;3;1;1;3;0
484;19;2;2;3;2;1;1
484;20;1;2;3;1;3;0
484;20;2;3;3;1;2;1
484;21;1;1;1;1;3;0
484;21;2;1;2;2;3;1
485;1;1;2;1;2;1;1
485;1;2;2;2;1;1;0
485;2;1;2;1;1;3;1
485;2;2;2;3;2;2;0
485;3;1;1;3;2;3;1
485;3;2;1;1;3;2;0
485;4;1;3;3;1;2;0
485;4;2;3;3;2;2;1
485;5;1;1;2;1;2;0
485;5;2;1;1;2;1;1
485;6;1;3;1;3;1;0
485;6;2;3;1;2;1;1
485;7;1;1;1;2;1;0
485;7;2;3;2;3;1;1
485;8;1;3;3;2;3;1
485;8;2;1;1;2;2;0
485;9;1;2;1;1;2;0
485;9;2;1;1;2;2;1
485;10;1;2;1;3;1;1
485;10;2;1;2;1;3;0
485;11;1;2;3;2;1;0
485;11;2;3;3;1;1;1
485;12;1;3;2;3;2;1
485;12;2;1;3;3;1;0
485;13;1;2;3;3;2;1
485;13;2;3;1;3;2;0
485;14;1;2;3;2;2;1
485;14;2;1;3;1;1;0
485;15;1;2;1;1;1;1
485;15;2;3;1;1;2;0
485;16;1;3;1;2;2;1
485;16;2;1;2;1;2;0
485;17;1;1;1;1;2;0
485;17;2;3;1;3;3;1
485;18;1;2;1;2;3;1
485;18;2;2;3;2;2;0
485;19;1;1;2;1;3;1
485;19;2;2;2;2;3;0
485;20;1;1;2;2;2;1
485;20;2;3;1;3;1;0
485;21;1;3;3;3;1;0
485;21;2;1;1;2;2;1
486;1;1;1;2;2;3;1
486;1;2;2;1;3;3;0
486;2;1;1;3;1;2;0
486;2;2;3;2;2;1;1
486;3;1;3;1;3;2;0
486;3;2;1;3;2;1;1
486;4;1;1;2;1;2;1
486;4;2;3;3;3;1;0
486;5;1;2;2;2;1;0
486;5;2;3;2;3;2;1
486;6;1;2;1;3;1;0
486;6;2;2;1;1;1;1
486;7;1;2;3;1;2;1
486;7;2;1;3;3;1;0
486;8;1;1;1;1;1;0
486;8;2;2;3;3;2;1
486;9;1;2;3;2;1;1
486;9;2;1;3;2;2;0
486;10;1;3;1;1;2;1
486;10;2;3;1;3;1;0
486;11;1;1;2;1;2;1
486;11;2;1;3;3;3;0
486;12;1;3;1;1;3;0
486;12;2;3;2;3;1;1
486;13;1;1;1;3;3;1
486;13;2;2;2;1;3;0
486;14;1;2;3;2;2;1
486;14;2;1;1;1;1;0
486;15;1;1;3;2;2;0
486;15;2;3;1;2;2;1
486;16;1;1;2;1;3;0
486;16;2;2;3;3;1;1
486;17;1;2;2;1;2;1
486;17;2;1;2;1;2;0
486;18;1;2;1;2;1;1
486;18;2;3;2;3;3;0
486;19;1;2;1;2;3;0
486;19;2;3;3;3;2;1
486;20;1;3;2;2;3;0
486;20;2;1;1;2;3;1
486;21;1;1;3;3;1;1
486;21;2;3;2;2;1;0
487;1;1;1;1;2;1;1
487;1;2;2;1;3;1;0
487;2;1;2;1;2;3;0
487;2;2;2;2;3;1;1
487;3;1;1;2;1;1;0
487;3;2;3;2;1;2;1
487;4;1;1;1;3;2;0
487;4;2;3;1;1;2;1
487;5;1;1;2;3;3;0
487;5;2;1;3;3;1;1
487;6;1;3;1;2;2;1
487;6;2;1;1;1;3;0
487;7;1;3;3;2;3;1
487;7;2;1;3;3;2;0
487;8;1;3;1;2;2;0
487;8;2;3;1;3;3;1
487;9;1;1;1;3;3;0
487;9;2;3;1;2;3;1
487;10;1;1;2;1;3;0
487;10;2;1;3;1;1;1
487;11;1;2;1;3;1;1
487;11;2;3;2;3;1;0
487;12;1;2;2;1;1;1
487;12;2;2;1;1;2;0
487;13;1;3;1;3;3;1
487;13;2;3;1;3;1;0
487;14;1;3;3;1;3;0
487;14;2;2;1;3;3;1
487;15;1;3;3;3;2;1
487;15;2;3;2;2;1;0
487;16;1;3;1;1;2;1
487;16;2;1;3;1;2;0
487;17;1;2;1;1;1;0
487;17;2;3;1;3;1;1
487;18;1;2;1;1;1;1
487;18;2;1;3;3;1;0
487;19;1;2;1;1;3;1
487;19;2;3;2;2;1;0
487;20;1;2;1;2;3;1
487;20;2;1;3;1;1;0
487;21;1;1;3;3;2;0
487;21;2;3;3;2;2;1
488;1;1;1;2;1;3;1
488;1;2;3;1;1;1;0
488;2;1;1;1;1;1;0
488;2;2;3;2;1;3;1
488;3;1;1;3;1;3;1
488;3;2;3;2;3;2;0
488;4;1;1;2;3;3;1
488;4;2;2;3;2;2;0
488;5;1;3;3;3;2;1
488;5;2;3;3;3;1;0
488;6;1;1;1;1;1;1
488;6;2;2;1;2;2;0
488;7;1;2;3;3;2;0
488;7;2;1;3;2;1;1
488;8;1;1;2;2;1;1
488;8;2;2;2;1;1;0
488;9;1;2;2;3;3;0
488;9;2;2;2;3;2;1
488;10;1;3;3;3;1;1
488;10;2;2;1;2;3;0
488;11;1;1;2;3;3;0
488;11;2;1;2;3;1;1
488;12;1;1;3;3;1;1
488;12;2;1;1;2;3;0
488;13;1;3;1;1;2;1
488;13;2;2;3;3;3;0
488;14;1;3;1;2;2;1
488;14;2;2;2;3;1;0
488;15;1;1;3;2;3;0
488;15;2;1;2;1;3;1
488;16;1;1;3;3;3;0
488;16;2;1;2;1;1;1
488;17;1;2;2;3;1;0
488;17;2;3;1;1;3;1
488;18;1;1;3;1;2;0
488;18;2;2;1;3;3;1
488;19;1;1;3;1;2;0
488;19;2;1;2;1;1;1
488;20;1;1;1;3;2;0
488;20;2;3;3;1;3;1
488;21;1;3;3;2;1;0
488;21;2;2;1;1;2;1
489;1;1;2;1;2;3;1
489;1;2;1;3;2;2;0
489;2;1;3;2;2;3;0
489;2;2;3;2;1;2;1
489;3;1;2;3;2;1;1
489;3;2;2;1;2;2;0
489;4;1;1;1;3;1;0
489;4;2;1;1;1;1;1
489;5;1;3;2;1;3;0
489;5;2;1;2;1;2;1
489;6;1;1;3;2;3;0
489;6;2;3;3;2;2;1
489;7;1;1;2;2;1;0
489;7;2;3;3;3;3;1
489;8;1;1;1;1;2;1
489;8;2;2;1;3;1;0
489;9;1;1;3;1;2;0
489;9;2;3;3;1;1;1
489;10;1;3;1;3;2;1
489;10;2;3;2;1;2;0
489;11;1;3;2;2;3;0
489;11;2;3;1;2;3;1
489;12;1;3;2;1;3;0
489;12;2;3;1;1;1;1
489;13;1;3;1;1;1;0
489;13;2;3;2;3;3;1
489;14;1;1;1;1;2;1
489;14;2;2;1;3;3;0
489;15;1;3;2;2;2;0
489;15;2;1;2;3;3;1
489;16;1;3;1;2;3;1
489;16;2;3;2;3;3;0
489;17;1;1;3;3;3;0
489;17;2;2;1;3;3;1
489;18;1;2;3;1;2;0
489;18;2;2;3;1;2;1
489;19;1;3;3;1;2;0
489;19;2;2;2;2;2;1
489;20;1;1;3;1;2;1
489;20;2;2;3;2;1;0
489;21;1;1;2;1;2;1
489;21;2;1;2;1;2;0
490;1;1;2;1;1;2;1
490;1;2;2;3;2;2;0
490;2;1;1;1;3;1;0
490;2;2;1;2;1;1;1
490;3;1;3;2;3;2;0
490;3;2;3;3;1;3;1
490;4;1;2;1;2;2;1
490;4;2;1;3;3;2;0
490;5;1;2;1;3;3;0
490;5;2;2;3;2;3;1
490;6;1;3;1;2;2;1
490;6;2;1;1;1;2;0
490;7;1;1;3;3;2;0
490;7;2;1;3;1;3;1
490;8;1;2;1;2;3;1
490;8;2;1;3;2;2;0
490;9;1;3;1;2;3;0
490;9;2;1;3;1;2;1
490;10;1;3;2;2;1;0
490;10;2;2;2;3;1;1
490;11;1;3;2;2;2;1
490;11;2;1;3;1;2;0
490;12;1;3;1;2;3;0
490;12;2;1;3;3;1;1
490;13;1;1;1;3;1;1
490;13;2;2;1;2;2;0
490;14;1;2;3;1;3;0
490;14;2;2;2;2;1;1
490;15;1;2;3;1;3;1
490;15;2;1;3;2;2;0
490;16;1;2;2;1;1;0
490;16;2;1;1;2;1;1
490;17;1;3;2;1;3;0
490;17;2;2;2;1;1;1
490;18;1;1;1;2;1;0
490;18;2;1;1;1;2;1
490;19;1;2;1;2;3;1
490;19;2;1;2;2;1;0
490;20;1;1;1;1;1;0
490;20;2;1;1;2;3;1
490;21;1;3;3;1;3;0
490;21;2;1;2;1;3;1
491;1;1;3;3;3;3;1
491;1;2;2;1;3;1;0
491;2;1;2;2;1;2;1
491;2;2;1;2;3;1;0
491;3;1;2;3;2;1;1
491;3;2;2;3;2;1;0
491;4;1;3;2;2;2;1
491;4;2;2;3;1;1;0
491;5;1;1;2;3;2;0
491;5;2;3;1;2;1;1
491;6;1;2;1;1;2;0
491;6;2;1;3;1;1;1
491;7;1;2;3;1;2;0
491;7;2;2;2;3;3;1
491;8;1;1;3;2;1;0
491;8;2;2;3;3;3;1
491;9;1;1;2;2;1;0
491;9;2;3;2;3;2;1
491;10;1;1;1;2;1;0
491;10;2;3;1;2;3;1
491;11;1;1;3;1;3;1
491;11;2;2;1;2;2;0
491;12;1;1;1;3;3;0
491;12;2;1;3;3;1;1
491;13;1;1;3;1;2;1
491;13;2;2;2;3;2;0
491;14;1;3;2;3;3;1
491;14;2;2;2;2;1;0
491;15;1;1;3;2;2;1
491;15;2;2;2;3;1;0
491;16;1;3;2;1;2;0
491;16;2;3;2;3;2;1
491;17;1;2;1;1;2;0
491;17;2;1;2;3;1;1
491;18;1;2;3;2;2;0
491;18;2;2;2;2;3;1
491;19;1;1;3;2;2;1
491;19;2;3;2;3;1;0
491;20;1;3;1;1;2;1
491;20;2;2;1;3;3;0
491;21;1;3;3;2;2;0
491;21;2;1;2;1;2;1
492;1;1;2;1;3;2;1
492;1;2;3;1;1;2;0
492;2;1;1;1;2;3;1
492;2;2;1;2;2;2;0
492;3;1;3;2;1;3;0
492;3;2;3;3;1;1;1
492;4;1;3;2;1;1;1
492;4;2;1;3;2;2;0
492;5;1;3;3;2;3;0
492;5;2;1;2;1;3;1
492;6;1;2;1;3;2;1
492;6;2;3;2;3;1;0
492;7;1;1;3;1;1;0
492;7;2;1;1;2;1;1
492;8;1;3;2;3;3;0
492;8;2;3;2;2;1;1
492;9;1;3;2;1;2;0
492;9;2;1;3;1;1;1
492;10;1;1;1;3;1;0
492;10;2;1;2;1;2;1
492;11;1;1;2;2;3;0
492;11;2;1;1;1;3;1
492;12;1;1;1;1;2;0
492;12;2;3;2;1;3;1
492;13;1;3;1;1;2;0
